Time, HInput, VInput, Distance
1.231459, 0.456969, 0.1, 108.7332
1.24823, 0.4593354, 0.1, 108.7577
1.264815, 0.4617042, 0.1, 108.7825
1.281712, 0.4641594, 0.1, 108.8078
1.298338, 0.4641594, 0.1, 108.8078
1.315028, 0.4665399, 0.1, 108.8334
1.33162, 0.4690504, 0.1, 108.8593
1.348526, 0.471682, 0.1, 108.8858
1.365057, 0.4742349, 0.1, 108.9124
1.381789, 0.4766179, 0.1, 108.9396
1.398442, 0.4766179, 0.1, 108.9396
1.415092, 0.4792489, 0.1, 108.9671
1.431843, 0.4819123, 0.1, 108.995
1.448437, 0.4846324, 0.1, 109.0233
1.464294, 0.4873748, 0.1, 109.052
1.481001, 0.4901834, 0.1, 109.0811
1.49799, 0.4901834, 0.1, 109.0811
1.514609, 0.4930176, 0.1, 109.1107
1.531763, 0.4958853, 0.1, 109.1406
1.54824, 0.4988162, 0.1, 109.171
1.564581, 0.5017705, 0.1, 109.2018
1.581521, 0.5048028, 0.1, 109.2329
1.598119, 0.5048028, 0.1, 109.2329
1.614684, 0.5078577, 0.1, 109.2644
1.631456, 0.5109715, 0.1, 109.2964
1.648284, 0.5141322, 0.1, 109.3289
1.665296, 0.5173704, 0.1, 109.3617
1.681906, 0.520716, 0.1, 109.395
1.698604, 0.520716, 0.1, 109.395
1.714995, 0.524061, 0.1, 109.4286
1.731461, 0.5275748, 0.1, 109.4627
1.748057, 0.5310522, 0.1, 109.4972
1.764793, 0.5346657, 0.1, 109.5321
1.782, 0.5382358, 0.1, 109.5673
1.79849, 0.5382358, 0.1, 109.5673
1.81522, 0.541985, 0.1, 109.603
1.831525, 0.5456333, 0.1, 109.6389
1.848063, 0.5494662, 0.1, 109.6754
1.864843, 0.5532171, 0.1, 109.712
1.881406, 0.5571476, 0.1, 109.7493
1.897914, 0.5571476, 0.1, 109.7493
1.914663, 0.5609751, 0.1, 109.7868
1.931657, 0.5649293, 0.1, 109.8249
1.948065, 0.5688487, 0.1, 109.8631
1.964561, 0.5728714, 0.1, 109.9021
1.981324, 0.5768995, 0.1, 109.941
1.997893, 0.5768995, 0.1, 109.941
2.014823, 0.5810085, 0.1, 109.9807
2.0314, 0.5851375, 0.1, 110.0204
2.048144, 0.589326, 0.1, 110.0608
2.064533, 0.5935614, 0.1, 110.1012
2.081298, 0.5978441, 0.1, 110.1423
2.097937, 0.5978441, 0.1, 110.1423
2.1145, 0.6021796, 0.1, 110.1834
2.131407, 0.6065484, 0.1, 110.2253
2.148038, 0.6109828, 0.1, 110.2671
2.16458, 0.6154368, 0.1, 110.3095
2.181411, 0.6199682, 0.1, 110.3521
2.197806, 0.6199682, 0.1, 110.3521
2.214459, 0.6245049, 0.1, 110.3953
2.231216, 0.6291317, 0.1, 110.4386
2.247885, 0.6337509, 0.1, 110.4824
2.264617, 0.6384677, 0.1, 110.5264
2.281828, 0.6431736, 0.1, 110.5708
2.298368, 0.6431736, 0.1, 110.5708
2.314683, 0.6479759, 0.1, 110.6155
2.331403, 0.6527689, 0.1, 110.6605
2.348129, 0.6576529, 0.1, 110.7058
2.364557, 0.662531, 0.1, 110.7515
2.381456, 0.6674938, 0.1, 110.7974
2.398346, 0.6674938, 0.1, 110.7974
2.414578, 0.6724545, 0.1, 110.8437
2.431482, 0.6774932, 0.1, 110.8901
2.448358, 0.682534, 0.1, 110.937
2.464887, 0.6878083, 0.1, 110.984
2.481656, 0.6929266, 0.1, 111.0315
2.498512, 0.6929266, 0.1, 111.0315
2.51502, 0.6980974, 0.1, 111.0791
2.531989, 0.7032923, 0.1, 111.1271
2.548073, 0.7085317, 0.1, 111.1752
2.56373, 0.7137966, 0.1, 111.2237
2.580394, 0.7191438, 0.1, 111.2724
2.597163, 0.7191438, 0.1, 111.2724
2.613813, 0.7244267, 0.1, 111.3212
2.630188, 0.7298223, 0.1, 111.3704
2.648311, 0.7352007, 0.1, 111.4198
2.665188, 0.7406029, 0.1, 111.4694
2.681604, 0.7460271, 0.1, 111.5191
2.698203, 0.7460271, 0.1, 111.5191
2.714793, 0.7514716, 0.1, 111.5691
2.731445, 0.7569344, 0.1, 111.6192
2.74807, 0.7624133, 0.1, 111.6696
2.764912, 0.76814, 0.1, 111.7201
2.780383, 0.7736433, 0.1, 111.7708
2.796943, 0.7736433, 0.1, 111.7708
2.813405, 0.7791565, 0.1, 111.8216
2.830398, 0.7846774, 0.1, 111.8726
2.846951, 0.7902035, 0.1, 111.9236
2.863877, 0.7957322, 0.1, 111.9748
2.880054, 0.8012607, 0.1, 112.0261
2.89677, 0.8012607, 0.1, 112.0261
2.91387, 0, 0, 0
2.930912, 0, 0, 0
2.947028, 0, 0, 0
2.963665, 0, 0, 0
2.980504, 0, 0, 0
2.998126, 0, 0, 0
3.014411, 0, 0, 0
3.031319, 0, 0.05072339, 0
3.047585, 0, 0.09952058, 0
3.064343, 0, 0.1497963, 0
3.081074, 0, 0.1999896, 0
3.097721, 0, 0.2499278, 0
3.114296, 0, 0.2996549, 0
3.131126, 0, 0.3501437, 0
3.147817, 0, 0.400217, 0
3.164427, 0, 0.4500458, 0
3.181776, 0, 0.502093, 0
3.198277, 0, 0.5515971, 0
3.214927, 0, 0.6015471, 0
3.231945, 0, 0.6526012, 0
3.248084, 0, 0.7010175, 0
3.264517, 0, 0.7503166, 0
3.281332, 0, 0.8007619, 0
3.298257, 0, 0.8515373, 0
3.314692, 0, 0.9008421, 0
3.331786, 0, 0.9521252, 0
3.348424, 0, 1, 0
3.3647, 0, 1, 0
3.382078, 0, 1, 0
3.398983, 0, 1, 0
3.415059, 0, 1, 0
3.431555, 0, 1, 0
3.448058, 0, 1, 0
3.464605, 0, 1, 0
3.481187, 0, 1, 0
3.497751, 0, 1, 0
3.514373, 0, 1, 0
3.531147, 0, 1, 0
3.547964, 0, 1, 0
3.56463, 0, 1, 0
3.581377, 0, 1, 0
3.597983, 0, 1, 0
3.614555, 0, 1, 0
3.631254, 0, 1, 0
3.647974, 0, 1, 0
3.664413, 0, 1, 0
3.681257, 0, 1, 0
3.697798, 0, 1, 0
3.714664, 0, 1, 0
3.731173, 0, 1, 0
3.747863, 0, 1, 0
3.764582, 0, 1, 0
3.780968, 0, 1, 0
3.797946, 0, 1, 0
3.814276, 0, 1, 0
3.831206, 0, 1, 0
3.847937, 0, 1, 0
3.864564, 0, 1, 0
3.881079, 0, 1, 0
3.897698, 0, 1, 0
3.914364, 0, 1, 0
3.93118, 0, 1, 0
3.94788, 0, 1, 0
3.96469, 0, 1, 0
3.981141, 0, 1, 0
3.997981, 0, 1, 0
4.014478, 0, 1, 0
4.03136, -0.05064651, 1, 0
4.047938, -0.1003818, 1, 0
4.064854, -0.1511293, 1, 0
4.08109, -0.1998391, 1, 0
4.0978, -0.2499679, 1, 0
4.114489, -0.3000347, 1, 0
4.131242, -0.3502943, 1, 0
4.147882, -0.4002143, 1, 0
4.164456, -0.4499371, 1, 0
4.181232, -0.5002636, 1, 0
4.198132, -0.4495656, 1, 0
4.214598, -0.4001666, 1, 0
4.230979, -0.3510227, 1, 0
4.247676, -0.3009303, 1, 0
4.264372, -0.2508442, 1, 0
4.280991, -0.2009861, 1, 0
4.297648, -0.1510166, 1, 0
4.314288, -0.1010967, 1, 0
4.331231, -0.05026795, 1, 0
4.34781, -0.0005284287, 1, 0
4.36443, 0, 1, 0
4.38102, 0, 1, 0
4.397663, 0, 1, 0
4.414394, 0, 1, 0
4.430806, 0, 1, 0
4.447691, 0, 1, 0
4.463479, 0, 1, 0
4.480103, 0, 1, 0
4.496744, 0, 1, 0
4.513494, 0, 1, 0
4.530273, 0, 1, 0
4.546683, 0, 1, 0
4.563539, 0, 1, 0
4.580234, 0, 1, 0
4.596653, 0, 1, 0
4.614723, 0, 1, 0
4.631354, 0, 1, 0
4.648031, 0, 1, 0
4.664042, 0, 1, 0
4.680816, 0, 1, 0
4.697653, 0, 1, 0
4.714287, 0, 1, 0
4.731111, 0, 1, 0
4.747786, 0, 1, 0
4.764354, 0, 1, 0
4.781068, 0, 1, 0
4.797691, 0, 1, 0
4.814526, 0, 1, 0
4.831179, 0, 1, 0
4.847643, 0, 1, 0
4.864245, 0, 1, 0
4.880853, 0, 1, 0
4.897834, 0, 1, 0
4.914483, 0, 1, 0
4.931487, 0.05101091, 1, 0
4.947646, 0.09949002, 1, 0
4.964265, 0.1493457, 1, 0
4.981218, 0.2002052, 1, 0
4.997669, 0.2495571, 1, 0
5.01433, 0.2995412, 1, 0
5.031143, 0.3499793, 1, 0
5.047445, 0.398887, 1, 0
5.064324, 0.4495237, 1, 0
5.080858, 0.4991245, 1, 0
5.097637, 0.5494617, 1, 0
5.113952, 0.5984071, 1, 0
5.130685, 0.6486053, 1, 0
5.147182, 0.6980954, 1, 0
5.163779, 0.7478871, 1, 0
5.180441, 0.7978732, 1, 0
5.197122, 0.8479168, 1, 0
5.213732, 0.8977455, 1, 0
5.230148, 0.9469941, 1, 0
5.24676, 0.9968309, 1, 0
5.263408, 1, 1, 0
5.280087, 1, 1, 0
5.296777, 1, 1, 0
5.313368, 1, 1, 0
5.330126, 1, 1, 0
5.346757, 1, 1, 0
5.363426, 1, 1, 0
5.380081, 1, 1, 0
5.396721, 1, 1, 0
5.413188, 1, 1, 0
5.430199, 1, 1, 0
5.446781, 1, 1, 0
5.46352, 1, 1, 0
5.480204, 1, 1, 0
5.496768, 1, 1, 0
5.513419, 1, 1, 0
5.530004, 1, 1, 0
5.546919, 1, 1, 0
5.563399, 1, 1, 0
5.579976, 1, 1, 0
5.596604, 1, 1, 0
5.613326, 1, 1, 0
5.629944, 1, 1, 0
5.646543, 1, 1, 0
5.663326, 1, 1, 0
5.680049, 1, 1, 0
5.69679, 1, 1, 0
5.713437, 1, 1, 0
5.729987, 1, 1, 0
5.746789, 1, 1, 0
5.763503, 1, 1, 0
5.779986, 1, 1, 0
5.797072, 0, 1, 0
5.813346, -0.04882199, 1, 0
5.830077, -0.09901266, 1, 0
5.84676, -0.1490639, 1, 0
5.863314, -0.1987235, 1, 0
5.879921, -0.2485458, 1, 0
5.896792, -0.2991598, 1, 0
5.913361, -0.3488647, 1, 0
5.929965, -0.3986778, 1, 0
5.948252, -0.4535384, 1, 0
5.964186, -0.5013388, 1, 0
5.980214, -0.5494248, 1, 0
5.996643, -0.5987116, 1, 0
6.013292, -0.6486599, 1, 0
6.030028, -0.698866, 1, 0
6.046703, -0.7488926, 1, 0
6.063395, -0.7989659, 1, 0
6.080656, -0.850749, 1, 0
6.097065, -0.8999788, 1, 0
6.113678, -0.9498177, 1, 0
6.130197, -0.9993728, 1, 0
6.146959, -1, 1, 0
6.16367, -1, 1, 0
6.18031, -1, 1, 0
6.196923, -1, 1, 0
6.213665, -1, 1, 0
6.230421, -1, 1, 0
6.247052, -1, 1, 0
6.263773, -1, 1, 0
6.280478, -1, 1, 0
6.297075, -1, 1, 0
6.313766, -1, 1, 0
6.330447, -1, 1, 0
6.347095, -1, 1, 0
6.363652, -1, 1, 0
6.380493, -1, 1, 0
6.397039, -1, 1, 0
6.414394, -1, 1, 0
6.430962, -1, 1, 0
6.44762, -1, 1, 0
6.46489, -1, 1, 0
6.480792, -1, 1, 0
6.497765, -1, 1, 0
6.514191, -1, 1, 0
6.530906, -1, 1, 0
6.547594, -1, 1, 0
6.564485, -1, 1, 0
6.581255, -1, 1, 0
6.597686, -1, 1, 0
6.614283, -1, 1, 0
6.6311, -1, 1, 0
6.647575, -1, 1, 0
6.664464, -1, 1, 0
6.681217, -1, 1, 0
6.697558, -1, 1, 0
6.714302, -1, 1, 0
6.731102, -1, 1, 0
6.747824, -1, 1, 0
6.764395, -1, 1, 0
6.781147, -1, 1, 0
6.797779, -1, 1, 0
6.815135, -1, 1, 0
6.831493, -1, 1, 0
6.848186, -1, 1, 0
6.864761, -1, 1, 0
6.881625, -1, 1, 0
6.898018, -1, 1, 0
6.91464, -1, 1, 0
6.931382, -1, 1, 0
6.948035, -1, 1, 0
6.96459, -1, 1, 0
6.98123, -1, 1, 0
6.997825, -1, 1, 0
7.014228, -1, 1, 0
7.031215, -1, 1, 0
7.047701, -1, 1, 0
7.064309, -1, 1, 0
7.081217, -1, 1, 0
7.097885, -1, 1, 0
7.114504, -1, 1, 0
7.131279, -1, 1, 0
7.147779, -1, 1, 0
7.164606, -1, 1, 0
7.181606, -1, 1, 0
7.198198, -1, 1, 0
7.214621, -1, 1, 0
7.231026, -1, 1, 0
7.247726, -1, 1, 0
7.264359, -1, 1, 0
7.281048, -1, 1, 0
7.297677, -0.9501131, 1, 0
7.314516, -0.8995975, 1, 0
7.331275, -0.8493202, 1, 0
7.347879, -0.799506, 1, 0
7.364233, -0.7504463, 1, 0
7.38104, -0.7000259, 1, 0
7.397917, -0.6493927, 1, 0
7.414476, -0.5997151, 1, 0
7.431188, -0.5495812, 1, 0
7.447987, -0.4991842, 1, 0
7.464681, -0.449102, 1, 0
7.48104, -0.4000255, 1, 0
7.497912, -0.3494083, 1, 0
7.514376, -0.3000173, 1, 0
7.531075, -0.2499193, 1, 0
7.547583, -0.2003963, 1, 0
7.564431, -0.1498509, 1, 0
7.580801, -0.1007412, 1, 0
7.597818, -0.04969157, 1, 0
7.614721, 0, 1, 0
7.631408, 0, 1, 0
7.648129, 0, 1, 0
7.664949, 0, 1, 0
7.681562, 0, 1, 0
7.698245, 0, 1, 0
7.714891, 0, 1, 0
7.731504, 0, 1, 0
7.748315, 0, 1, 0
7.76507, 0, 1, 0
7.781656, 0, 1, 0
7.797775, 0, 1, 0
7.814235, 0, 1, 0
7.831398, 0, 1, 0
7.847962, 0, 1, 0
7.864344, 0, 1, 0
7.8812, 0, 1, 0
7.897753, 0, 1, 0
7.914389, 0, 1, 0
7.931329, -0.05081911, 1, 0
7.947862, -0.1004192, 1, 0
7.9644, -0.150031, 1, 0
7.980937, -0.1996449, 1, 0
7.997954, -0.2506942, 1, 0
8.014218, -0.2994857, 1, 0
8.031164, -0.3503238, 1, 0
8.047704, -0.3999438, 1, 0
8.064332, -0.4498272, 1, 0
8.081038, -0.4999451, 1, 0
8.098211, -0.5514648, 1, 0
8.11482, -0.601294, 1, 0
8.131624, -0.6517036, 1, 0
8.148693, -0.7029101, 1, 0
8.165266, -0.7526299, 1, 0
8.181575, -0.801556, 1, 0
8.198087, -0.8510934, 1, 0
8.214741, -0.9010546, 1, 0
8.231899, -0.9525313, 1, 0
8.248558, -1, 1, 0
8.265138, -1, 1, 0
8.282016, -1, 1, 0
8.298281, -1, 1, 0
8.314663, -0.9508517, 1, 0
8.332034, -0.8987378, 1, 0
8.348974, -0.847917, 1, 0
8.365612, -0.7980036, 1, 0
8.3823, -0.7479402, 1, 0
8.399013, -0.6978028, 1, 0
8.414787, -0.6504782, 1, 0
8.432043, -0.5987126, 1, 0
8.448058, -0.5506659, 1, 0
8.465211, -0.499208, 1, 0
8.481397, -0.4506504, 1, 0
8.497839, -0.4013227, 1, 0
8.514997, -0.3498511, 1, 0
8.532681, -0.296795, 1, 0
8.548565, -0.2491473, 1, 0
8.565202, -0.199235, 1, 0
8.581514, -0.1502983, 1, 0
8.597918, -0.1010873, 1, 0
8.614182, -0.05229746, 1, 0
8.632125, 0, 1, 0
8.649133, 0, 1, 0
8.665709, 0, 1, 0
8.682591, 0, 1, 0
8.699189, 0, 1, 0
8.715262, 0, 1, 0
8.732574, 0, 1, 0
8.74925, 0, 1, 0
8.765745, 0, 1, 0
8.782581, 0, 1, 0
8.799141, 0, 1, 0
8.815269, 0, 1, 0
8.831846, 0, 1, 0
8.848255, 0, 1, 0
8.864952, 0, 1, 0
8.882077, 0, 1, 0
8.898948, 0, 1, 0
8.915395, 0, 1, 0
8.931452, 0, 1, 0
8.948647, 0, 1, 0
8.965362, 0, 1, 0
8.982386, 0, 1, 0
8.99872, 0, 1, 0
9.014934, 0, 1, 0
9.031688, 0, 1, 0
9.048267, 0, 1, 0
9.065104, 0, 1, 0
9.082056, 0, 1, 0
9.098722, 0, 1, 0
9.115041, 0, 1, 0
9.131584, 0, 1, 0
9.148404, 0, 1, 0
9.164982, 0, 1, 0
9.181363, 0, 1, 0
9.198586, 0, 1, 0
9.215281, 0, 1, 0
9.231752, 0, 1, 0
9.248381, 0, 1, 0
9.26471, 0, 1, 0
9.281415, 0, 1, 0
9.298763, 0, 1, 0
9.31531, 0, 1, 0
9.331738, 0, 1, 0
9.348777, 0, 1, 0
9.364727, 0, 1, 0
9.381438, 0, 1, 0
9.398165, 0, 1, 0
9.414927, 0, 1, 0
9.431487, 0, 1, 0
9.44812, 0, 1, 0
9.464933, 0, 1, 0
9.481494, 0, 1, 0
9.498069, 0, 1, 0
9.514821, 0, 1, 0
9.531653, 0, 1, 0
9.548288, 0, 1, 0
9.565336, 0, 1, 0
9.581865, 0, 1, 0
9.598304, 0, 1, 0
9.614764, 0, 1, 0
9.631163, 0, 1, 0
9.648308, 0, 1, 0
9.664362, 0, 1, 0
9.681452, 0, 1, 0
9.698117, 0, 1, 0
9.714837, 0, 1, 0
9.731849, 0, 1, 0
9.748093, 0, 1, 0
9.765149, 0, 1, 0
9.781088, 0, 1, 0
9.797837, 0, 1, 0
9.814463, 0, 1, 0
9.831421, 0, 1, 0
9.848051, 0, 1, 0
9.864696, 0, 1, 0
9.881887, 0, 1, 0
9.898672, 0, 1, 0
9.915307, 0, 1, 0
9.93187, 0, 1, 0
9.948674, 0, 1, 0
9.965138, 0, 1, 0
9.981884, 0, 1, 0
9.998731, 0, 1, 0
10.01522, 0, 1, 0
10.03172, 0, 1, 0
10.04867, 0, 1, 0
10.0651, 0, 1, 0
10.08175, 0, 1, 0
10.09841, 0, 1, 0
10.11525, 0, 1, 0
10.13176, 0, 1, 0
10.14858, 0, 1, 0
10.16512, 0, 1, 0
10.18202, 0, 1, 0
10.19856, 0, 1, 0
10.21516, 0, 1, 0
10.2319, 0, 1, 0
10.24881, 0, 1, 0
10.26529, 0, 1, 0
10.28174, 0, 1, 0
10.29858, 0, 1, 0
10.31513, 0, 1, 0
10.33182, 0, 1, 0
10.3487, 0, 1, 0
10.3653, 0, 1, 0
10.38195, 0, 1, 0
10.39852, 0, 1, 0
10.41524, 0, 1, 0
10.43184, 0, 1, 0
10.44847, 0, 1, 0
10.46509, 0, 1, 0
10.48196, 0, 1, 0
10.49861, 0, 1, 0
10.51535, 0, 1, 0
10.53133, 0, 1, 0
10.54779, 0, 1, 0
10.56526, 0, 1, 0
10.58069, 0, 1, 0
10.59717, 0, 1, 0
10.61387, 0, 1, 0
10.63062, 0, 1, 0
10.64708, 0, 1, 0
10.66421, 0, 1, 0
10.68143, 0, 1, 0
10.69784, 0, 1, 0
10.71371, 0, 1, 0
10.73098, 0, 1, 0
10.74702, 0, 1, 0
10.7636, 0, 1, 0
10.78097, 0, 1, 0
10.79739, 0, 1, 0
10.81351, 0, 1, 0
10.83037, 0, 1, 0
10.84698, 0, 1, 0
10.86437, 0, 1, 0
10.88061, 0, 1, 0
10.89709, 0, 1, 0
10.91458, 0, 1, 0
10.9309, 0, 1, 0
10.94763, 0, 1, 0
10.96382, 0, 1, 0
10.98051, 0, 1, 0
10.99724, 0, 1, 0
11.01456, 0, 1, 0
11.03076, 0, 1, 0
11.04736, 0, 1, 0
11.06392, 0, 1, 0
11.08063, 0, 1, 0
11.09706, 0, 1, 0
11.1137, 0, 1, 0
11.13052, 0, 1, 0
11.1472, 0, 1, 0
11.16408, 0, 1, 0
11.18049, 0, 1, 0
11.19724, 0, 1, 0
11.2137, 0, 1, 0
11.2304, 0, 1, 0
11.24679, 0, 1, 0
11.26358, 0, 1, 0
11.28037, 0, 1, 0
11.29692, 0, 1, 0
11.31359, 0, 1, 0
11.33061, 0, 1, 0
11.34691, 0, 1, 0
11.36339, 0, 1, 0
11.3801, 0, 1, 0
11.39686, 0, 1, 0
11.41348, 0, 1, 0
11.43022, 0, 1, 0
11.44693, 0, 1, 0
11.4636, 0, 1, 0
11.4801, 0, 1, 0
11.49684, 0, 1, 0
11.51374, 0, 1, 0
11.53032, 0, 1, 0
11.54695, 0, 1, 0
11.56389, 0, 1, 0
11.58039, 0, 1, 0
11.59719, 0, 1, 0
11.61374, 0, 1, 0
11.63035, 0, 1, 0
11.64703, 0, 1, 0
11.66347, 0, 1, 0
11.68025, 0, 1, 0
11.6969, 0, 1, 0
11.71369, 0, 1, 0
11.73032, 0, 1, 0
11.74705, 0, 1, 0
11.76385, 0, 1, 0
11.78038, 0, 1, 0
11.79679, 0, 1, 0
11.81338, 0, 1, 0
11.82989, 0, 1, 0
11.84669, 0, 1, 0
11.86338, 0, 1, 0
11.88055, 0, 1, 0
11.89681, 0, 1, 0
11.91347, 0, 1, 0
11.9301, 0, 1, 0
11.94671, 0, 1, 0
11.96333, 0, 1, 0
11.98065, 0, 1, 0
11.99712, 0, 1, 0
12.01345, 0, 1, 0
12.03021, 0, 1, 0
12.04692, 0, 1, 0
12.06344, 0, 1, 0
12.08014, 0, 1, 0
12.09691, 0, 1, 0
12.11338, 0, 1, 0
12.13028, 0, 1, 0
12.14692, 0, 1, 0
12.16348, 0, 1, 0
12.18009, 0, 1, 0
12.19675, 0, 1, 0
12.21352, 0, 1, 0
12.23009, 0, 1, 0
12.24677, 0, 1, 0
12.26335, 0, 1, 0
12.28025, 0, 1, 0
12.29685, 0, 1, 0
12.31364, 0, 1, 0
12.33033, 0, 1, 0
12.34697, 0, 1, 0
12.36352, 0, 1, 0
12.38025, 0, 1, 0
12.39668, 0, 1, 0
12.41341, 0, 1, 0
12.43038, 0, 1, 0
12.44697, 0, 1, 0
12.46348, 0, 1, 0
12.4801, 0, 1, 0
12.49679, 0, 1, 0
12.51364, 0, 1, 0
12.5301, 0, 1, 0
12.54704, 0, 1, 0
12.56367, 0, 1, 0
12.58015, 0, 1, 0
12.59667, 0, 1, 0
12.61407, 0, 1, 0
12.63026, 0, 1, 0
12.64704, 0, 1, 0
12.66341, 0, 1, 0
12.68012, 0, 1, 0
12.69692, -0.05039253, 1, 0
12.71361, -0.1004632, 1, 0
12.73022, -0.1502895, 1, 0
12.74727, -0.2014343, 1, 0
12.76398, -0.2515769, 1, 0
12.78032, -0.3006019, 1, 0
12.79753, -0.3522376, 1, 0
12.81359, -0.4004041, 1, 0
12.83026, -0.450421, 1, 0
12.84706, -0.5008098, 1, 0
12.86428, -0.449132, 1, 0
12.88028, -0.4011548, 1, 0
12.89684, -0.3514571, 1, 0
12.91353, -0.301394, 1, 0
12.93017, -0.2514882, 1, 0
12.94691, -0.201259, 1, 0
12.96364, -0.1510579, 1, 0
12.98035, -0.1009337, 1, 0
12.99687, -0.05137604, 1, 0
13.01379, -0.0006082319, 1, 0
13.03026, 0, 1, 0
13.04691, 0, 1, 0
13.06376, 0, 1, 0
13.08019, 0, 1, 0
13.09678, 0, 1, 0
13.11353, -0.05024168, 1, 0
13.13028, -0.1004916, 1, 0
13.14698, -0.1506034, 1, 0
13.16365, -0.2006219, 1, 0
13.18004, -0.2497749, 1, 0
13.19699, -0.3006264, 1, 0
13.21335, -0.3497052, 1, 0
13.23003, -0.399758, 1, 0
13.24701, -0.4506821, 1, 0
13.26362, -0.500517, 1, 0
13.2802, -0.5502733, 1, 0
13.29715, -0.6011213, 1, 0
13.31367, -0.6506632, 1, 0
13.3304, -0.7008611, 1, 0
13.34699, -0.7506278, 1, 0
13.36372, -0.8008183, 1, 0
13.3805, -0.8511482, 1, 0
13.39721, -0.9012797, 1, 0
13.4139, -0.9513536, 1, 0
13.43047, -1, 1, 0
13.44718, -1, 1, 0
13.46419, -1, 1, 0
13.48038, -1, 1, 0
13.49709, -1, 1, 0
13.51363, -1, 1, 0
13.53037, -1, 1, 0
13.54713, -1, 1, 0
13.56378, -1, 1, 0
13.58056, -1, 1, 0
13.59729, -1, 1, 0
13.61387, -1, 1, 0
13.63043, -1, 1, 0
13.64741, -0.9490443, 1, 0
13.66393, -0.8995023, 1, 0
13.68057, -0.8495772, 1, 0
13.69721, 0, 1, 0
13.71364, 0.04929351, 1, 0
13.7307, 0.100463, 1, 0
13.74739, 0.1505324, 1, 0
13.76425, 0.2011078, 1, 0
13.78082, 0.2508365, 1, 0
13.79731, 0.3002891, 1, 0
13.81428, 0.3511988, 1, 0
13.83085, 0.4009041, 1, 0
13.84761, 0.4512005, 1, 0
13.86425, 0.5011255, 1, 0
13.88102, 0.5514176, 1, 0
13.89732, 0.6003082, 1, 0
13.91388, 0.650009, 1, 0
13.9306, 0.7001652, 1, 0
13.94712, 0.749711, 1, 0
13.96375, 0.7995999, 1, 0
13.98047, 0.8497863, 1, 0
13.99714, 0.8997903, 1, 0
14.01427, 0.9511826, 1, 0
14.03063, 1, 1, 0
14.04761, 1, 1, 0
14.06434, 1, 1, 0
14.08074, 1, 1, 0
14.0973, 1, 1, 0
14.11395, 1, 1, 0
14.1307, 1, 1, 0
14.1472, 1, 1, 0
14.16395, 1, 1, 0
14.18049, 1, 1, 0
14.19807, 1, 1, 0
14.21404, 1, 1, 0
14.23079, 1, 1, 0
14.24727, 1, 1, 0
14.2637, 0.9506955, 1, 0
14.28034, 0.9007782, 1, 0
14.29709, 0.8505378, 1, 0
14.31378, 0.8004612, 1, 0
14.33046, 0.7504311, 1, 0
14.34724, 0, 1, 0
14.36392, -0.05002957, 1, 0
14.3806, -0.1000809, 1, 0
14.39731, -0.1501852, 1, 0
14.41381, -0.1996999, 1, 0
14.43051, -0.249795, 1, 0
14.44684, -0.298783, 1, 0
14.4637, -0.3493587, 1, 0
14.48056, -0.3999347, 1, 0
14.49779, -0.4516484, 1, 0
14.51393, -0.5000519, 1, 0
14.53041, -0.5494874, 1, 0
14.54696, -0.5991299, 1, 0
14.5636, -0.6490768, 1, 0
14.58042, -0.6995279, 1, 0
14.59711, -0.7495903, 1, 0
14.61414, -0.8006746, 1, 0
14.63066, -0.7510946, 1, 0
14.64736, -0.7010034, 1, 0
14.66369, -0.6520172, 1, 0
14.68035, -0.6020212, 1, 0
14.69749, -0.5506143, 1, 0
14.71367, -0.5020712, 1, 0
14.73052, -0.4515184, 1, 0
14.74708, -0.4018455, 1, 0
14.76387, -0.3514754, 1, 0
14.78057, -0.3013762, 1, 0
14.79838, -0.2479501, 1, 0
14.81388, -0.2014539, 1, 0
14.8306, -0.1512918, 1, 0
14.84739, -0.1009104, 1, 0
14.86393, -0.0512924, 1, 0
14.88064, -0.001155175, 1, 0
14.89727, 0, 1, 0
14.91395, 0, 1, 0
14.93102, 0, 1, 0
14.94735, 0, 1, 0
14.96385, 0, 1, 0
14.98037, 0, 1, 0
14.99701, 0, 1, 0
15.01379, 0, 1, 0
15.03054, 0, 1, 0
15.04729, 0, 1, 0
15.06473, 0, 1, 0
15.08147, 0, 1, 0
15.09816, 0, 1, 0
15.11467, 0, 1, 0
15.13118, 0, 1, 0
15.14799, 0, 1, 0
15.16488, 0, 1, 0
15.18171, 0, 1, 0
15.19706, 0, 1, 0
15.21336, 0, 1, 0
15.22996, 0, 1, 0
15.24677, 0, 1, 0
15.26347, 0, 1, 0
15.28002, 0, 1, 0
15.29674, 0, 1, 0
15.31472, 0, 1, 0
15.33034, 0, 1, 0
15.34695, 0, 1, 0
15.36397, 0, 1, 0
15.38076, 0, 1, 0
15.3972, 0, 1, 0
15.41452, 0, 1, 0
15.43054, 0, 1, 0
15.44709, 0, 1, 0
15.46408, 0, 1, 0
15.4806, 0, 1, 0
15.49703, 0, 1, 0
15.5136, 0, 1, 0
15.53035, 0, 1, 0
15.54702, 0, 1, 0
15.56365, 0, 1, 0
15.58031, 0, 1, 0
15.59675, 0, 1, 0
15.61434, 0, 1, 0
15.63096, 0, 1, 0
15.64719, 0, 1, 0
15.66401, 0, 1, 0
15.68151, 0, 1, 0
15.69863, 0, 1, 0
15.7148, 0, 1, 0
